,rh_950mb,rh_900mb,rh_850mb,rh_800mb,rh_750mb,rh_700mb,rh_650mb,rh_600mb,rh_550mb,rh_500mb,rh_450mb,rh_400mb,rh_350mb,rh_300mb,rh_250mb,rh_200mb,Unnamed: 0.1,wind_dir_950mb,wind_dir_900mb,wind_dir_850mb,wind_dir_800mb,wind_dir_750mb,wind_dir_700mb,wind_dir_650mb,wind_dir_600mb,wind_dir_550mb,wind_dir_500mb,wind_dir_450mb,wind_dir_400mb,wind_dir_350mb,wind_dir_300mb,wind_dir_250mb,wind_dir_200mb,Unnamed: 0,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,country
25,14,13,9,2,-1,-2,-2,0,2,3,4,0,2,15,12,4,25,90,75,70,65,60,65,215,250,260,255,230,235,230,235,200,200,25,78,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 2}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': 2}, {'layer': '500mb', 'rh': 3}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 0}, {'layer': '350mb', 'rh': 2}, {'layer': '300mb', 'rh': 15}, {'layer': '250mb', 'rh': 12}, {'layer': '200mb', 'rh': 4}]","[{'layer': '950mb', 'direction': 90, 'speed': 4}, {'layer': '900mb', 'direction': 75, 'speed': 4}, {'layer': '850mb', 'direction': 70, 'speed': 5}, {'layer': '800mb', 'direction': 65, 'speed': 4}, {'layer': '750mb', 'direction': 60, 'speed': 3}, {'layer': '700mb', 'direction': 65, 'speed': 3}, {'layer': '650mb', 'direction': 215, 'speed': 2}, {'layer': '600mb', 'direction': 250, 'speed': 3}, {'layer': '550mb', 'direction': 260, 'speed': 3}, {'layer': '500mb', 'direction': 255, 'speed': 3}, {'layer': '450mb', 'direction': 230, 'speed': 4}, {'layer': '400mb', 'direction': 235, 'speed': 5}, {'layer': '350mb', 'direction': 230, 'speed': 5}, {'layer': '300mb', 'direction': 235, 'speed': 5}, {'layer': '250mb', 'direction': 200, 'speed': 6}, {'layer': '200mb', 'direction': 200, 'speed': 6}]",26,-1,11,1012,none,2,0,85,3,Papua New Guinea
26,14,11,7,2,-1,-1,-2,0,1,2,5,1,7,10,5,2,26,80,75,70,60,55,60,145,245,265,270,245,240,235,230,205,195,26,81,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 2}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': 1}, {'layer': '500mb', 'rh': 2}, {'layer': '450mb', 'rh': 5}, {'layer': '400mb', 'rh': 1}, {'layer': '350mb', 'rh': 7}, {'layer': '300mb', 'rh': 10}, {'layer': '250mb', 'rh': 5}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 80, 'speed': 4}, {'layer': '900mb', 'direction': 75, 'speed': 5}, {'layer': '850mb', 'direction': 70, 'speed': 5}, {'layer': '800mb', 'direction': 60, 'speed': 4}, {'layer': '750mb', 'direction': 55, 'speed': 4}, {'layer': '700mb', 'direction': 60, 'speed': 3}, {'layer': '650mb', 'direction': 145, 'speed': 2}, {'layer': '600mb', 'direction': 245, 'speed': 3}, {'layer': '550mb', 'direction': 265, 'speed': 3}, {'layer': '500mb', 'direction': 270, 'speed': 4}, {'layer': '450mb', 'direction': 245, 'speed': 4}, {'layer': '400mb', 'direction': 240, 'speed': 5}, {'layer': '350mb', 'direction': 235, 'speed': 5}, {'layer': '300mb', 'direction': 230, 'speed': 5}, {'layer': '250mb', 'direction': 205, 'speed': 6}, {'layer': '200mb', 'direction': 195, 'speed': 7}]",26,-1,11,1011,rain,2,0,85,3,Papua New Guinea
27,14,11,8,2,0,-2,-2,0,-1,-2,6,-3,0,10,5,-1,27,85,80,80,70,55,45,350,260,270,275,240,245,235,220,215,205,27,84,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 8}, {'layer': '800mb', 'rh': 2}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': 6}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': 10}, {'layer': '250mb', 'rh': 5}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 85, 'speed': 4}, {'layer': '900mb', 'direction': 80, 'speed': 5}, {'layer': '850mb', 'direction': 80, 'speed': 5}, {'layer': '800mb', 'direction': 70, 'speed': 4}, {'layer': '750mb', 'direction': 55, 'speed': 3}, {'layer': '700mb', 'direction': 45, 'speed': 3}, {'layer': '650mb', 'direction': 350, 'speed': 2}, {'layer': '600mb', 'direction': 260, 'speed': 3}, {'layer': '550mb', 'direction': 270, 'speed': 4}, {'layer': '500mb', 'direction': 275, 'speed': 5}, {'layer': '450mb', 'direction': 240, 'speed': 4}, {'layer': '400mb', 'direction': 245, 'speed': 5}, {'layer': '350mb', 'direction': 235, 'speed': 5}, {'layer': '300mb', 'direction': 220, 'speed': 5}, {'layer': '250mb', 'direction': 215, 'speed': 6}, {'layer': '200mb', 'direction': 205, 'speed': 7}]",26,-1,11,1009,none,2,0,80,3,Papua New Guinea
28,14,12,10,3,0,-2,-2,-1,-2,-3,0,-3,3,11,7,0,28,95,90,85,80,70,55,0,260,270,280,255,250,240,220,210,205,28,87,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 3}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': 0}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': 3}, {'layer': '300mb', 'rh': 11}, {'layer': '250mb', 'rh': 7}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 95, 'speed': 4}, {'layer': '900mb', 'direction': 90, 'speed': 5}, {'layer': '850mb', 'direction': 85, 'speed': 5}, {'layer': '800mb', 'direction': 80, 'speed': 4}, {'layer': '750mb', 'direction': 70, 'speed': 3}, {'layer': '700mb', 'direction': 55, 'speed': 3}, {'layer': '650mb', 'direction': 0, 'speed': 2}, {'layer': '600mb', 'direction': 260, 'speed': 3}, {'layer': '550mb', 'direction': 270, 'speed': 4}, {'layer': '500mb', 'direction': 280, 'speed': 5}, {'layer': '450mb', 'direction': 255, 'speed': 5}, {'layer': '400mb', 'direction': 250, 'speed': 5}, {'layer': '350mb', 'direction': 240, 'speed': 5}, {'layer': '300mb', 'direction': 220, 'speed': 4}, {'layer': '250mb', 'direction': 210, 'speed': 6}, {'layer': '200mb', 'direction': 205, 'speed': 7}]",26,-4,12,1009,rain,2,0,95,3,Papua New Guinea
29,14,12,10,6,0,-2,-2,-1,-3,-3,-1,-3,8,13,14,0,29,95,85,85,85,75,60,10,265,270,280,250,250,245,245,215,210,29,90,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -1}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': 8}, {'layer': '300mb', 'rh': 13}, {'layer': '250mb', 'rh': 14}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 95, 'speed': 4}, {'layer': '900mb', 'direction': 85, 'speed': 5}, {'layer': '850mb', 'direction': 85, 'speed': 5}, {'layer': '800mb', 'direction': 85, 'speed': 5}, {'layer': '750mb', 'direction': 75, 'speed': 3}, {'layer': '700mb', 'direction': 60, 'speed': 3}, {'layer': '650mb', 'direction': 10, 'speed': 2}, {'layer': '600mb', 'direction': 265, 'speed': 3}, {'layer': '550mb', 'direction': 270, 'speed': 5}, {'layer': '500mb', 'direction': 280, 'speed': 5}, {'layer': '450mb', 'direction': 250, 'speed': 5}, {'layer': '400mb', 'direction': 250, 'speed': 6}, {'layer': '350mb', 'direction': 245, 'speed': 5}, {'layer': '300mb', 'direction': 245, 'speed': 5}, {'layer': '250mb', 'direction': 215, 'speed': 5}, {'layer': '200mb', 'direction': 210, 'speed': 7}]",26,-1,12,1012,none,2,0,100,3,Papua New Guinea
30,15,13,11,8,1,-2,-2,-2,-3,-2,-2,2,15,10,10,1,30,90,85,85,85,75,70,320,255,260,270,255,245,225,225,210,220,30,93,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': 2}, {'layer': '350mb', 'rh': 15}, {'layer': '300mb', 'rh': 10}, {'layer': '250mb', 'rh': 10}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 90, 'speed': 4}, {'layer': '900mb', 'direction': 85, 'speed': 5}, {'layer': '850mb', 'direction': 85, 'speed': 5}, {'layer': '800mb', 'direction': 85, 'speed': 5}, {'layer': '750mb', 'direction': 75, 'speed': 3}, {'layer': '700mb', 'direction': 70, 'speed': 3}, {'layer': '650mb', 'direction': 320, 'speed': 2}, {'layer': '600mb', 'direction': 255, 'speed': 3}, {'layer': '550mb', 'direction': 260, 'speed': 5}, {'layer': '500mb', 'direction': 270, 'speed': 5}, {'layer': '450mb', 'direction': 255, 'speed': 5}, {'layer': '400mb', 'direction': 245, 'speed': 5}, {'layer': '350mb', 'direction': 225, 'speed': 5}, {'layer': '300mb', 'direction': 225, 'speed': 5}, {'layer': '250mb', 'direction': 210, 'speed': 6}, {'layer': '200mb', 'direction': 220, 'speed': 7}]",26,-1,12,1012,none,2,0,95,3,Papua New Guinea
31,14,13,10,7,3,-1,-2,-2,-3,-2,-2,12,14,9,11,3,31,85,80,80,80,80,80,285,255,255,270,250,245,220,220,210,220,31,96,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 7}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': 12}, {'layer': '350mb', 'rh': 14}, {'layer': '300mb', 'rh': 9}, {'layer': '250mb', 'rh': 11}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 85, 'speed': 4}, {'layer': '900mb', 'direction': 80, 'speed': 5}, {'layer': '850mb', 'direction': 80, 'speed': 5}, {'layer': '800mb', 'direction': 80, 'speed': 4}, {'layer': '750mb', 'direction': 80, 'speed': 4}, {'layer': '700mb', 'direction': 80, 'speed': 3}, {'layer': '650mb', 'direction': 285, 'speed': 2}, {'layer': '600mb', 'direction': 255, 'speed': 3}, {'layer': '550mb', 'direction': 255, 'speed': 5}, {'layer': '500mb', 'direction': 270, 'speed': 5}, {'layer': '450mb', 'direction': 250, 'speed': 5}, {'layer': '400mb', 'direction': 245, 'speed': 6}, {'layer': '350mb', 'direction': 220, 'speed': 5}, {'layer': '300mb', 'direction': 220, 'speed': 6}, {'layer': '250mb', 'direction': 210, 'speed': 6}, {'layer': '200mb', 'direction': 220, 'speed': 6}]",26,-1,12,1010,rain,2,0,85,3,Papua New Guinea
32,15,12,11,6,2,-2,-2,-2,-3,-1,0,8,15,16,7,5,32,80,80,85,80,80,85,305,255,255,265,250,245,220,210,215,220,32,99,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 2}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': 0}, {'layer': '400mb', 'rh': 8}, {'layer': '350mb', 'rh': 15}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': 7}, {'layer': '200mb', 'rh': 5}]","[{'layer': '950mb', 'direction': 80, 'speed': 4}, {'layer': '900mb', 'direction': 80, 'speed': 5}, {'layer': '850mb', 'direction': 85, 'speed': 5}, {'layer': '800mb', 'direction': 80, 'speed': 4}, {'layer': '750mb', 'direction': 80, 'speed': 4}, {'layer': '700mb', 'direction': 85, 'speed': 3}, {'layer': '650mb', 'direction': 305, 'speed': 1}, {'layer': '600mb', 'direction': 255, 'speed': 3}, {'layer': '550mb', 'direction': 255, 'speed': 5}, {'layer': '500mb', 'direction': 265, 'speed': 5}, {'layer': '450mb', 'direction': 250, 'speed': 5}, {'layer': '400mb', 'direction': 245, 'speed': 5}, {'layer': '350mb', 'direction': 220, 'speed': 5}, {'layer': '300mb', 'direction': 210, 'speed': 6}, {'layer': '250mb', 'direction': 215, 'speed': 6}, {'layer': '200mb', 'direction': 220, 'speed': 6}]",26,-1,12,1011,rain,2,0,80,3,Papua New Guinea
33,15,13,12,8,4,0,-2,-2,-3,-2,3,13,16,10,5,0,33,85,85,85,85,85,80,345,255,250,265,240,245,225,215,220,210,33,102,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': 4}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': 3}, {'layer': '400mb', 'rh': 13}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 10}, {'layer': '250mb', 'rh': 5}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 85, 'speed': 4}, {'layer': '900mb', 'direction': 85, 'speed': 4}, {'layer': '850mb', 'direction': 85, 'speed': 4}, {'layer': '800mb', 'direction': 85, 'speed': 4}, {'layer': '750mb', 'direction': 85, 'speed': 3}, {'layer': '700mb', 'direction': 80, 'speed': 3}, {'layer': '650mb', 'direction': 345, 'speed': 2}, {'layer': '600mb', 'direction': 255, 'speed': 3}, {'layer': '550mb', 'direction': 250, 'speed': 5}, {'layer': '500mb', 'direction': 265, 'speed': 5}, {'layer': '450mb', 'direction': 240, 'speed': 5}, {'layer': '400mb', 'direction': 245, 'speed': 5}, {'layer': '350mb', 'direction': 225, 'speed': 5}, {'layer': '300mb', 'direction': 215, 'speed': 5}, {'layer': '250mb', 'direction': 220, 'speed': 6}, {'layer': '200mb', 'direction': 210, 'speed': 6}]",26,-1,12,1013,rain,2,0,85,3,Papua New Guinea
34,15,13,10,9,5,0,-2,-2,0,-3,5,13,11,7,5,4,34,85,85,90,90,90,80,5,260,255,255,250,225,220,215,215,205,34,105,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 5}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': 5}, {'layer': '400mb', 'rh': 13}, {'layer': '350mb', 'rh': 11}, {'layer': '300mb', 'rh': 7}, {'layer': '250mb', 'rh': 5}, {'layer': '200mb', 'rh': 4}]","[{'layer': '950mb', 'direction': 85, 'speed': 4}, {'layer': '900mb', 'direction': 85, 'speed': 5}, {'layer': '850mb', 'direction': 90, 'speed': 5}, {'layer': '800mb', 'direction': 90, 'speed': 4}, {'layer': '750mb', 'direction': 90, 'speed': 4}, {'layer': '700mb', 'direction': 80, 'speed': 3}, {'layer': '650mb', 'direction': 5, 'speed': 2}, {'layer': '600mb', 'direction': 260, 'speed': 3}, {'layer': '550mb', 'direction': 255, 'speed': 5}, {'layer': '500mb', 'direction': 255, 'speed': 5}, {'layer': '450mb', 'direction': 250, 'speed': 5}, {'layer': '400mb', 'direction': 225, 'speed': 5}, {'layer': '350mb', 'direction': 220, 'speed': 5}, {'layer': '300mb', 'direction': 215, 'speed': 5}, {'layer': '250mb', 'direction': 215, 'speed': 6}, {'layer': '200mb', 'direction': 205, 'speed': 6}]",25,-1,12,1011,rain,3,0,85,4,Papua New Guinea
35,14,13,7,3,6,1,-2,-1,2,-3,5,13,9,5,6,4,35,85,85,85,95,100,90,160,245,245,255,255,235,220,220,215,220,35,108,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 3}, {'layer': '750mb', 'rh': 6}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': 2}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': 5}, {'layer': '400mb', 'rh': 13}, {'layer': '350mb', 'rh': 9}, {'layer': '300mb', 'rh': 5}, {'layer': '250mb', 'rh': 6}, {'layer': '200mb', 'rh': 4}]","[{'layer': '950mb', 'direction': 85, 'speed': 4}, {'layer': '900mb', 'direction': 85, 'speed': 5}, {'layer': '850mb', 'direction': 85, 'speed': 5}, {'layer': '800mb', 'direction': 95, 'speed': 5}, {'layer': '750mb', 'direction': 100, 'speed': 3}, {'layer': '700mb', 'direction': 90, 'speed': 3}, {'layer': '650mb', 'direction': 160, 'speed': 1}, {'layer': '600mb', 'direction': 245, 'speed': 3}, {'layer': '550mb', 'direction': 245, 'speed': 5}, {'layer': '500mb', 'direction': 255, 'speed': 5}, {'layer': '450mb', 'direction': 255, 'speed': 5}, {'layer': '400mb', 'direction': 235, 'speed': 5}, {'layer': '350mb', 'direction': 220, 'speed': 5}, {'layer': '300mb', 'direction': 220, 'speed': 5}, {'layer': '250mb', 'direction': 215, 'speed': 6}, {'layer': '200mb', 'direction': 220, 'speed': 6}]",25,-1,11,1009,rain,3,0,85,3,Papua New Guinea
36,13,7,4,2,2,1,-1,0,1,-3,3,12,10,6,3,5,36,85,90,95,95,95,95,220,235,245,245,255,235,235,220,215,225,36,111,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 7}, {'layer': '850mb', 'rh': 4}, {'layer': '800mb', 'rh': 2}, {'layer': '750mb', 'rh': 2}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': 1}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': 3}, {'layer': '400mb', 'rh': 12}, {'layer': '350mb', 'rh': 10}, {'layer': '300mb', 'rh': 6}, {'layer': '250mb', 'rh': 3}, {'layer': '200mb', 'rh': 5}]","[{'layer': '950mb', 'direction': 85, 'speed': 5}, {'layer': '900mb', 'direction': 90, 'speed': 5}, {'layer': '850mb', 'direction': 95, 'speed': 5}, {'layer': '800mb', 'direction': 95, 'speed': 5}, {'layer': '750mb', 'direction': 95, 'speed': 4}, {'layer': '700mb', 'direction': 95, 'speed': 3}, {'layer': '650mb', 'direction': 220, 'speed': 2}, {'layer': '600mb', 'direction': 235, 'speed': 3}, {'layer': '550mb', 'direction': 245, 'speed': 5}, {'layer': '500mb', 'direction': 245, 'speed': 5}, {'layer': '450mb', 'direction': 255, 'speed': 5}, {'layer': '400mb', 'direction': 235, 'speed': 5}, {'layer': '350mb', 'direction': 235, 'speed': 5}, {'layer': '300mb', 'direction': 220, 'speed': 5}, {'layer': '250mb', 'direction': 215, 'speed': 6}, {'layer': '200mb', 'direction': 225, 'speed': 6}]",26,-1,12,1010,rain,3,0,85,4,Papua New Guinea
37,13,10,2,0,1,1,-1,1,-1,-3,1,10,8,8,3,3,37,80,85,90,100,100,100,155,225,240,250,255,240,240,225,210,230,37,114,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 2}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': 1}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': 1}, {'layer': '400mb', 'rh': 10}, {'layer': '350mb', 'rh': 8}, {'layer': '300mb', 'rh': 8}, {'layer': '250mb', 'rh': 3}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 80, 'speed': 5}, {'layer': '900mb', 'direction': 85, 'speed': 5}, {'layer': '850mb', 'direction': 90, 'speed': 5}, {'layer': '800mb', 'direction': 100, 'speed': 5}, {'layer': '750mb', 'direction': 100, 'speed': 5}, {'layer': '700mb', 'direction': 100, 'speed': 3}, {'layer': '650mb', 'direction': 155, 'speed': 2}, {'layer': '600mb', 'direction': 225, 'speed': 3}, {'layer': '550mb', 'direction': 240, 'speed': 5}, {'layer': '500mb', 'direction': 250, 'speed': 5}, {'layer': '450mb', 'direction': 255, 'speed': 5}, {'layer': '400mb', 'direction': 240, 'speed': 4}, {'layer': '350mb', 'direction': 240, 'speed': 5}, {'layer': '300mb', 'direction': 225, 'speed': 5}, {'layer': '250mb', 'direction': 210, 'speed': 6}, {'layer': '200mb', 'direction': 230, 'speed': 6}]",26,-1,12,1012,rain,3,0,80,4,Papua New Guinea
38,14,12,6,-1,0,0,-1,2,0,1,6,9,8,9,7,3,38,80,90,95,100,100,105,160,225,235,240,260,240,230,235,215,235,38,117,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 6}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': 2}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': 1}, {'layer': '450mb', 'rh': 6}, {'layer': '400mb', 'rh': 9}, {'layer': '350mb', 'rh': 8}, {'layer': '300mb', 'rh': 9}, {'layer': '250mb', 'rh': 7}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 80, 'speed': 4}, {'layer': '900mb', 'direction': 90, 'speed': 5}, {'layer': '850mb', 'direction': 95, 'speed': 5}, {'layer': '800mb', 'direction': 100, 'speed': 5}, {'layer': '750mb', 'direction': 100, 'speed': 5}, {'layer': '700mb', 'direction': 105, 'speed': 3}, {'layer': '650mb', 'direction': 160, 'speed': 2}, {'layer': '600mb', 'direction': 225, 'speed': 3}, {'layer': '550mb', 'direction': 235, 'speed': 5}, {'layer': '500mb', 'direction': 240, 'speed': 5}, {'layer': '450mb', 'direction': 260, 'speed': 5}, {'layer': '400mb', 'direction': 240, 'speed': 4}, {'layer': '350mb', 'direction': 230, 'speed': 5}, {'layer': '300mb', 'direction': 235, 'speed': 5}, {'layer': '250mb', 'direction': 215, 'speed': 6}, {'layer': '200mb', 'direction': 235, 'speed': 6}]",26,-1,11,1012,none,3,0,80,4,Papua New Guinea
39,14,13,12,11,-1,1,0,3,5,-2,2,7,8,10,9,4,39,80,85,90,95,100,105,155,215,225,245,265,240,240,250,220,255,39,120,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': 0}, {'layer': '600mb', 'rh': 3}, {'layer': '550mb', 'rh': 5}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': 2}, {'layer': '400mb', 'rh': 7}, {'layer': '350mb', 'rh': 8}, {'layer': '300mb', 'rh': 10}, {'layer': '250mb', 'rh': 9}, {'layer': '200mb', 'rh': 4}]","[{'layer': '950mb', 'direction': 80, 'speed': 4}, {'layer': '900mb', 'direction': 85, 'speed': 5}, {'layer': '850mb', 'direction': 90, 'speed': 5}, {'layer': '800mb', 'direction': 95, 'speed': 5}, {'layer': '750mb', 'direction': 100, 'speed': 5}, {'layer': '700mb', 'direction': 105, 'speed': 3}, {'layer': '650mb', 'direction': 155, 'speed': 2}, {'layer': '600mb', 'direction': 215, 'speed': 3}, {'layer': '550mb', 'direction': 225, 'speed': 5}, {'layer': '500mb', 'direction': 245, 'speed': 5}, {'layer': '450mb', 'direction': 265, 'speed': 6}, {'layer': '400mb', 'direction': 240, 'speed': 5}, {'layer': '350mb', 'direction': 240, 'speed': 5}, {'layer': '300mb', 'direction': 250, 'speed': 5}, {'layer': '250mb', 'direction': 220, 'speed': 6}, {'layer': '200mb', 'direction': 255, 'speed': 6}]",25,-1,11,1010,none,3,0,75,3,Papua New Guinea
