,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,pais
233,126,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 10}, {'layer': '650mb', 'rh': 10}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 1}, {'layer': '200mb', 'rh': 4}]","[{'layer': '950mb', 'direction': 275, 'speed': 2}, {'layer': '900mb', 'direction': 250, 'speed': 2}, {'layer': '850mb', 'direction': 240, 'speed': 2}, {'layer': '800mb', 'direction': 235, 'speed': 2}, {'layer': '750mb', 'direction': 225, 'speed': 3}, {'layer': '700mb', 'direction': 210, 'speed': 2}, {'layer': '650mb', 'direction': 195, 'speed': 2}, {'layer': '600mb', 'direction': 190, 'speed': 2}, {'layer': '550mb', 'direction': 220, 'speed': 2}, {'layer': '500mb', 'direction': 260, 'speed': 2}, {'layer': '450mb', 'direction': 245, 'speed': 3}, {'layer': '400mb', 'direction': 240, 'speed': 3}, {'layer': '350mb', 'direction': 255, 'speed': 3}, {'layer': '300mb', 'direction': 260, 'speed': 3}, {'layer': '250mb', 'direction': 170, 'speed': 2}, {'layer': '200mb', 'direction': 115, 'speed': 2}]",24,2,10,1017,none,1,0,280,2,South_Africa
234,129,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 9}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 6}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 280, 'speed': 2}, {'layer': '900mb', 'direction': 235, 'speed': 2}, {'layer': '850mb', 'direction': 215, 'speed': 3}, {'layer': '800mb', 'direction': 215, 'speed': 3}, {'layer': '750mb', 'direction': 215, 'speed': 3}, {'layer': '700mb', 'direction': 215, 'speed': 3}, {'layer': '650mb', 'direction': 205, 'speed': 3}, {'layer': '600mb', 'direction': 190, 'speed': 2}, {'layer': '550mb', 'direction': 210, 'speed': 2}, {'layer': '500mb', 'direction': 255, 'speed': 3}, {'layer': '450mb', 'direction': 250, 'speed': 3}, {'layer': '400mb', 'direction': 240, 'speed': 3}, {'layer': '350mb', 'direction': 250, 'speed': 3}, {'layer': '300mb', 'direction': 270, 'speed': 3}, {'layer': '250mb', 'direction': 345, 'speed': 2}, {'layer': '200mb', 'direction': 95, 'speed': 2}]",24,2,10,1020,rain,1,0,285,2,South_Africa
235,132,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 10}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 9}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 1}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 285, 'speed': 3}, {'layer': '900mb', 'direction': 255, 'speed': 2}, {'layer': '850mb', 'direction': 220, 'speed': 2}, {'layer': '800mb', 'direction': 215, 'speed': 2}, {'layer': '750mb', 'direction': 220, 'speed': 2}, {'layer': '700mb', 'direction': 215, 'speed': 2}, {'layer': '650mb', 'direction': 195, 'speed': 2}, {'layer': '600mb', 'direction': 180, 'speed': 2}, {'layer': '550mb', 'direction': 200, 'speed': 2}, {'layer': '500mb', 'direction': 255, 'speed': 3}, {'layer': '450mb', 'direction': 265, 'speed': 3}, {'layer': '400mb', 'direction': 255, 'speed': 3}, {'layer': '350mb', 'direction': 260, 'speed': 3}, {'layer': '300mb', 'direction': 275, 'speed': 3}, {'layer': '250mb', 'direction': 330, 'speed': 2}, {'layer': '200mb', 'direction': 50, 'speed': 2}]",24,2,12,1020,rain,1,0,290,2,South_Africa
236,135,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 10}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 8}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': 1}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 285, 'speed': 3}, {'layer': '900mb', 'direction': 275, 'speed': 2}, {'layer': '850mb', 'direction': 270, 'speed': 2}, {'layer': '800mb', 'direction': 255, 'speed': 2}, {'layer': '750mb', 'direction': 235, 'speed': 2}, {'layer': '700mb', 'direction': 225, 'speed': 2}, {'layer': '650mb', 'direction': 215, 'speed': 2}, {'layer': '600mb', 'direction': 200, 'speed': 2}, {'layer': '550mb', 'direction': 260, 'speed': 2}, {'layer': '500mb', 'direction': 265, 'speed': 3}, {'layer': '450mb', 'direction': 265, 'speed': 3}, {'layer': '400mb', 'direction': 260, 'speed': 3}, {'layer': '350mb', 'direction': 265, 'speed': 3}, {'layer': '300mb', 'direction': 265, 'speed': 3}, {'layer': '250mb', 'direction': 310, 'speed': 3}, {'layer': '200mb', 'direction': 340, 'speed': 2}]",24,2,11,1017,rain,1,0,295,3,South_Africa
237,138,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 11}, {'layer': '600mb', 'rh': 8}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 285, 'speed': 3}, {'layer': '900mb', 'direction': 280, 'speed': 3}, {'layer': '850mb', 'direction': 275, 'speed': 3}, {'layer': '800mb', 'direction': 260, 'speed': 3}, {'layer': '750mb', 'direction': 240, 'speed': 3}, {'layer': '700mb', 'direction': 220, 'speed': 3}, {'layer': '650mb', 'direction': 210, 'speed': 3}, {'layer': '600mb', 'direction': 200, 'speed': 2}, {'layer': '550mb', 'direction': 265, 'speed': 2}, {'layer': '500mb', 'direction': 265, 'speed': 3}, {'layer': '450mb', 'direction': 250, 'speed': 4}, {'layer': '400mb', 'direction': 255, 'speed': 3}, {'layer': '350mb', 'direction': 265, 'speed': 3}, {'layer': '300mb', 'direction': 280, 'speed': 3}, {'layer': '250mb', 'direction': 300, 'speed': 3}, {'layer': '200mb', 'direction': 305, 'speed': 2}]",24,2,11,1016,none,1,0,295,3,South_Africa
238,141,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 10}, {'layer': '650mb', 'rh': 11}, {'layer': '600mb', 'rh': 8}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 270, 'speed': 3}, {'layer': '900mb', 'direction': 265, 'speed': 3}, {'layer': '850mb', 'direction': 265, 'speed': 3}, {'layer': '800mb', 'direction': 265, 'speed': 3}, {'layer': '750mb', 'direction': 255, 'speed': 2}, {'layer': '700mb', 'direction': 235, 'speed': 2}, {'layer': '650mb', 'direction': 215, 'speed': 2}, {'layer': '600mb', 'direction': 200, 'speed': 2}, {'layer': '550mb', 'direction': 250, 'speed': 2}, {'layer': '500mb', 'direction': 275, 'speed': 3}, {'layer': '450mb', 'direction': 265, 'speed': 3}, {'layer': '400mb', 'direction': 265, 'speed': 3}, {'layer': '350mb', 'direction': 275, 'speed': 3}, {'layer': '300mb', 'direction': 285, 'speed': 3}, {'layer': '250mb', 'direction': 290, 'speed': 3}, {'layer': '200mb', 'direction': 310, 'speed': 2}]",24,2,11,1018,rain,1,0,275,3,South_Africa
239,144,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 10}, {'layer': '650mb', 'rh': 10}, {'layer': '600mb', 'rh': 6}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 1}, {'layer': '250mb', 'rh': 4}, {'layer': '200mb', 'rh': 4}]","[{'layer': '950mb', 'direction': 260, 'speed': 3}, {'layer': '900mb', 'direction': 250, 'speed': 3}, {'layer': '850mb', 'direction': 250, 'speed': 3}, {'layer': '800mb', 'direction': 255, 'speed': 3}, {'layer': '750mb', 'direction': 265, 'speed': 3}, {'layer': '700mb', 'direction': 265, 'speed': 3}, {'layer': '650mb', 'direction': 255, 'speed': 2}, {'layer': '600mb', 'direction': 235, 'speed': 2}, {'layer': '550mb', 'direction': 245, 'speed': 2}, {'layer': '500mb', 'direction': 280, 'speed': 3}, {'layer': '450mb', 'direction': 285, 'speed': 4}, {'layer': '400mb', 'direction': 280, 'speed': 3}, {'layer': '350mb', 'direction': 260, 'speed': 3}, {'layer': '300mb', 'direction': 300, 'speed': 4}, {'layer': '250mb', 'direction': 300, 'speed': 3}, {'layer': '200mb', 'direction': 290, 'speed': 3}]",24,2,11,1018,none,1,0,265,3,South_Africa
240,147,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': 8}, {'layer': '700mb', 'rh': 9}, {'layer': '650mb', 'rh': 10}, {'layer': '600mb', 'rh': 6}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': 1}, {'layer': '250mb', 'rh': 3}, {'layer': '200mb', 'rh': 5}]","[{'layer': '950mb', 'direction': 260, 'speed': 3}, {'layer': '900mb', 'direction': 240, 'speed': 3}, {'layer': '850mb', 'direction': 235, 'speed': 3}, {'layer': '800mb', 'direction': 245, 'speed': 3}, {'layer': '750mb', 'direction': 250, 'speed': 3}, {'layer': '700mb', 'direction': 260, 'speed': 3}, {'layer': '650mb', 'direction': 260, 'speed': 3}, {'layer': '600mb', 'direction': 275, 'speed': 2}, {'layer': '550mb', 'direction': 270, 'speed': 2}, {'layer': '500mb', 'direction': 285, 'speed': 3}, {'layer': '450mb', 'direction': 285, 'speed': 4}, {'layer': '400mb', 'direction': 290, 'speed': 4}, {'layer': '350mb', 'direction': 275, 'speed': 4}, {'layer': '300mb', 'direction': 305, 'speed': 4}, {'layer': '250mb', 'direction': 300, 'speed': 3}, {'layer': '200mb', 'direction': 310, 'speed': 4}]",24,-1,11,1017,rain,1,0,270,3,South_Africa
241,150,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 13}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 11}, {'layer': '700mb', 'rh': 9}, {'layer': '650mb', 'rh': 8}, {'layer': '600mb', 'rh': 5}, {'layer': '550mb', 'rh': 2}, {'layer': '500mb', 'rh': 4}, {'layer': '450mb', 'rh': -1}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': 2}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 7}]","[{'layer': '950mb', 'direction': 245, 'speed': 3}, {'layer': '900mb', 'direction': 235, 'speed': 3}, {'layer': '850mb', 'direction': 230, 'speed': 3}, {'layer': '800mb', 'direction': 240, 'speed': 3}, {'layer': '750mb', 'direction': 245, 'speed': 3}, {'layer': '700mb', 'direction': 250, 'speed': 3}, {'layer': '650mb', 'direction': 250, 'speed': 3}, {'layer': '600mb', 'direction': 245, 'speed': 3}, {'layer': '550mb', 'direction': 255, 'speed': 2}, {'layer': '500mb', 'direction': 270, 'speed': 3}, {'layer': '450mb', 'direction': 285, 'speed': 4}, {'layer': '400mb', 'direction': 290, 'speed': 5}, {'layer': '350mb', 'direction': 285, 'speed': 4}, {'layer': '300mb', 'direction': 295, 'speed': 4}, {'layer': '250mb', 'direction': 310, 'speed': 4}, {'layer': '200mb', 'direction': 310, 'speed': 4}]",24,-1,12,1017,rain,2,0,260,3,South_Africa
242,153,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 11}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 10}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 8}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': 6}, {'layer': '250mb', 'rh': 1}, {'layer': '200mb', 'rh': 4}]","[{'layer': '950mb', 'direction': 220, 'speed': 3}, {'layer': '900mb', 'direction': 220, 'speed': 3}, {'layer': '850mb', 'direction': 220, 'speed': 3}, {'layer': '800mb', 'direction': 225, 'speed': 3}, {'layer': '750mb', 'direction': 225, 'speed': 3}, {'layer': '700mb', 'direction': 235, 'speed': 3}, {'layer': '650mb', 'direction': 240, 'speed': 3}, {'layer': '600mb', 'direction': 240, 'speed': 3}, {'layer': '550mb', 'direction': 240, 'speed': 3}, {'layer': '500mb', 'direction': 255, 'speed': 3}, {'layer': '450mb', 'direction': 280, 'speed': 4}, {'layer': '400mb', 'direction': 285, 'speed': 5}, {'layer': '350mb', 'direction': 290, 'speed': 4}, {'layer': '300mb', 'direction': 290, 'speed': 4}, {'layer': '250mb', 'direction': 295, 'speed': 5}, {'layer': '200mb', 'direction': 290, 'speed': 4}]",24,-1,12,1018,rain,3,0,235,2,South_Africa
243,156,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': 11}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 11}, {'layer': '600mb', 'rh': 10}, {'layer': '550mb', 'rh': 10}, {'layer': '500mb', 'rh': 13}, {'layer': '450mb', 'rh': 2}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': 8}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 5}]","[{'layer': '950mb', 'direction': 200, 'speed': 2}, {'layer': '900mb', 'direction': 210, 'speed': 3}, {'layer': '850mb', 'direction': 220, 'speed': 3}, {'layer': '800mb', 'direction': 225, 'speed': 3}, {'layer': '750mb', 'direction': 240, 'speed': 3}, {'layer': '700mb', 'direction': 235, 'speed': 3}, {'layer': '650mb', 'direction': 225, 'speed': 3}, {'layer': '600mb', 'direction': 235, 'speed': 3}, {'layer': '550mb', 'direction': 230, 'speed': 3}, {'layer': '500mb', 'direction': 245, 'speed': 3}, {'layer': '450mb', 'direction': 280, 'speed': 4}, {'layer': '400mb', 'direction': 285, 'speed': 5}, {'layer': '350mb', 'direction': 295, 'speed': 5}, {'layer': '300mb', 'direction': 290, 'speed': 4}, {'layer': '250mb', 'direction': 300, 'speed': 4}, {'layer': '200mb', 'direction': 295, 'speed': 3}]",24,-1,12,1018,rain,3,0,215,2,South_Africa
244,159,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 10}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 13}, {'layer': '600mb', 'rh': 13}, {'layer': '550mb', 'rh': 6}, {'layer': '500mb', 'rh': 3}, {'layer': '450mb', 'rh': -1}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': 1}, {'layer': '300mb', 'rh': 8}, {'layer': '250mb', 'rh': 4}, {'layer': '200mb', 'rh': 5}]","[{'layer': '950mb', 'direction': 180, 'speed': 2}, {'layer': '900mb', 'direction': 225, 'speed': 2}, {'layer': '850mb', 'direction': 230, 'speed': 2}, {'layer': '800mb', 'direction': 250, 'speed': 2}, {'layer': '750mb', 'direction': 255, 'speed': 3}, {'layer': '700mb', 'direction': 250, 'speed': 3}, {'layer': '650mb', 'direction': 245, 'speed': 3}, {'layer': '600mb', 'direction': 235, 'speed': 3}, {'layer': '550mb', 'direction': 225, 'speed': 2}, {'layer': '500mb', 'direction': 255, 'speed': 3}, {'layer': '450mb', 'direction': 285, 'speed': 4}, {'layer': '400mb', 'direction': 285, 'speed': 4}, {'layer': '350mb', 'direction': 295, 'speed': 5}, {'layer': '300mb', 'direction': 300, 'speed': 5}, {'layer': '250mb', 'direction': 295, 'speed': 4}, {'layer': '200mb', 'direction': 305, 'speed': 4}]",23,-1,12,1017,rain,3,0,160,3,South_Africa
245,162,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 12}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 11}, {'layer': '600mb', 'rh': 11}, {'layer': '550mb', 'rh': 4}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': 0}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': 2}, {'layer': '300mb', 'rh': 4}, {'layer': '250mb', 'rh': 5}, {'layer': '200mb', 'rh': 6}]","[{'layer': '950mb', 'direction': 145, 'speed': 3}, {'layer': '900mb', 'direction': 195, 'speed': 2}, {'layer': '850mb', 'direction': 235, 'speed': 2}, {'layer': '800mb', 'direction': 245, 'speed': 3}, {'layer': '750mb', 'direction': 275, 'speed': 3}, {'layer': '700mb', 'direction': 270, 'speed': 2}, {'layer': '650mb', 'direction': 255, 'speed': 3}, {'layer': '600mb', 'direction': 255, 'speed': 2}, {'layer': '550mb', 'direction': 265, 'speed': 2}, {'layer': '500mb', 'direction': 260, 'speed': 3}, {'layer': '450mb', 'direction': 285, 'speed': 4}, {'layer': '400mb', 'direction': 285, 'speed': 4}, {'layer': '350mb', 'direction': 290, 'speed': 4}, {'layer': '300mb', 'direction': 295, 'speed': 5}, {'layer': '250mb', 'direction': 295, 'speed': 5}, {'layer': '200mb', 'direction': 315, 'speed': 4}]",23,-1,12,1017,rain,3,0,140,3,South_Africa
246,165,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': 11}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 12}, {'layer': '550mb', 'rh': 4}, {'layer': '500mb', 'rh': 1}, {'layer': '450mb', 'rh': 2}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': 2}, {'layer': '300mb', 'rh': 4}, {'layer': '250mb', 'rh': 4}, {'layer': '200mb', 'rh': 6}]","[{'layer': '950mb', 'direction': 140, 'speed': 3}, {'layer': '900mb', 'direction': 185, 'speed': 2}, {'layer': '850mb', 'direction': 240, 'speed': 2}, {'layer': '800mb', 'direction': 255, 'speed': 2}, {'layer': '750mb', 'direction': 250, 'speed': 3}, {'layer': '700mb', 'direction': 260, 'speed': 3}, {'layer': '650mb', 'direction': 255, 'speed': 3}, {'layer': '600mb', 'direction': 270, 'speed': 2}, {'layer': '550mb', 'direction': 305, 'speed': 2}, {'layer': '500mb', 'direction': 280, 'speed': 3}, {'layer': '450mb', 'direction': 275, 'speed': 3}, {'layer': '400mb', 'direction': 285, 'speed': 4}, {'layer': '350mb', 'direction': 295, 'speed': 4}, {'layer': '300mb', 'direction': 290, 'speed': 5}, {'layer': '250mb', 'direction': 305, 'speed': 5}, {'layer': '200mb', 'direction': 305, 'speed': 5}]",23,2,11,1018,rain,3,0,135,3,South_Africa
247,168,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': 10}, {'layer': '700mb', 'rh': 12}, {'layer': '650mb', 'rh': 13}, {'layer': '600mb', 'rh': 12}, {'layer': '550mb', 'rh': 11}, {'layer': '500mb', 'rh': 14}, {'layer': '450mb', 'rh': 1}, {'layer': '400mb', 'rh': -1}, {'layer': '350mb', 'rh': 1}, {'layer': '300mb', 'rh': 1}, {'layer': '250mb', 'rh': 3}, {'layer': '200mb', 'rh': 6}]","[{'layer': '950mb', 'direction': 125, 'speed': 3}, {'layer': '900mb', 'direction': 170, 'speed': 2}, {'layer': '850mb', 'direction': 255, 'speed': 2}, {'layer': '800mb', 'direction': 255, 'speed': 3}, {'layer': '750mb', 'direction': 250, 'speed': 3}, {'layer': '700mb', 'direction': 245, 'speed': 3}, {'layer': '650mb', 'direction': 255, 'speed': 3}, {'layer': '600mb', 'direction': 275, 'speed': 3}, {'layer': '550mb', 'direction': 290, 'speed': 3}, {'layer': '500mb', 'direction': 315, 'speed': 3}, {'layer': '450mb', 'direction': 290, 'speed': 3}, {'layer': '400mb', 'direction': 290, 'speed': 4}, {'layer': '350mb', 'direction': 300, 'speed': 4}, {'layer': '300mb', 'direction': 290, 'speed': 5}, {'layer': '250mb', 'direction': 310, 'speed': 5}, {'layer': '200mb', 'direction': 305, 'speed': 5}]",23,-1,11,1020,rain,3,0,120,3,South_Africa
248,171,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 11}, {'layer': '700mb', 'rh': 12}, {'layer': '650mb', 'rh': 13}, {'layer': '600mb', 'rh': 12}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 10}, {'layer': '450mb', 'rh': 1}, {'layer': '400mb', 'rh': -1}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': 7}, {'layer': '250mb', 'rh': 7}, {'layer': '200mb', 'rh': 7}]","[{'layer': '950mb', 'direction': 125, 'speed': 3}, {'layer': '900mb', 'direction': 170, 'speed': 2}, {'layer': '850mb', 'direction': 240, 'speed': 2}, {'layer': '800mb', 'direction': 235, 'speed': 3}, {'layer': '750mb', 'direction': 245, 'speed': 3}, {'layer': '700mb', 'direction': 260, 'speed': 3}, {'layer': '650mb', 'direction': 260, 'speed': 3}, {'layer': '600mb', 'direction': 275, 'speed': 3}, {'layer': '550mb', 'direction': 285, 'speed': 3}, {'layer': '500mb', 'direction': 290, 'speed': 3}, {'layer': '450mb', 'direction': 280, 'speed': 4}, {'layer': '400mb', 'direction': 295, 'speed': 4}, {'layer': '350mb', 'direction': 305, 'speed': 5}, {'layer': '300mb', 'direction': 300, 'speed': 4}, {'layer': '250mb', 'direction': 320, 'speed': 5}, {'layer': '200mb', 'direction': 305, 'speed': 5}]",23,-1,11,1020,none,3,0,120,3,South_Africa
249,174,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 13}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 10}, {'layer': '700mb', 'rh': 10}, {'layer': '650mb', 'rh': 11}, {'layer': '600mb', 'rh': 11}, {'layer': '550mb', 'rh': 5}, {'layer': '500mb', 'rh': 3}, {'layer': '450mb', 'rh': 1}, {'layer': '400mb', 'rh': 0}, {'layer': '350mb', 'rh': 1}, {'layer': '300mb', 'rh': 8}, {'layer': '250mb', 'rh': 7}, {'layer': '200mb', 'rh': 8}]","[{'layer': '950mb', 'direction': 125, 'speed': 3}, {'layer': '900mb', 'direction': 155, 'speed': 2}, {'layer': '850mb', 'direction': 225, 'speed': 2}, {'layer': '800mb', 'direction': 230, 'speed': 3}, {'layer': '750mb', 'direction': 245, 'speed': 3}, {'layer': '700mb', 'direction': 250, 'speed': 3}, {'layer': '650mb', 'direction': 250, 'speed': 3}, {'layer': '600mb', 'direction': 255, 'speed': 3}, {'layer': '550mb', 'direction': 270, 'speed': 3}, {'layer': '500mb', 'direction': 275, 'speed': 3}, {'layer': '450mb', 'direction': 275, 'speed': 4}, {'layer': '400mb', 'direction': 295, 'speed': 5}, {'layer': '350mb', 'direction': 300, 'speed': 5}, {'layer': '300mb', 'direction': 310, 'speed': 4}, {'layer': '250mb', 'direction': 305, 'speed': 5}, {'layer': '200mb', 'direction': 305, 'speed': 5}]",24,-1,10,1020,none,3,0,120,3,South_Africa
